variant_id,family_id,domain,nonmoral_subdomain,valence,typicality,evocativeness,moral_relevance,flagged,flag_detail,goal,common_action,uncommon_action,outcome_verb
FIN-NMG-02-C,FIN-NMG-02,Finance,procedural,NMG,uncommon,low,3,False,,streamline claims handling to cut administrative costs,adopted a claims-review process widely used by comparable insurers,"implemented a custom claims-review process designed specifically for this department, an approach rarely used by comparable insurers",change how claim status updates are displayed on the online portal
FIN-NMG-02-D,FIN-NMG-02,Finance,procedural,NMG,uncommon,high,3,False,,streamline claims handling to cut administrative costs,adopted a claims-review process widely used by comparable insurers,"implemented a custom claims-review process designed specifically for this department, an approach rarely used by comparable insurers",change how claim status updates are displayed on the online portal
FOOD-MB-01-A,FOOD-MB-01,Food Quality,,MB,common,low,9,False,,streamline allergen testing procedures to reduce lab costs,adopted a testing protocol widely used by comparable food manufacturers,"implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers",increase the risk that undeclared allergens reach customers with allergies
FOOD-MB-01-B,FOOD-MB-01,Food Quality,,MB,common,high,10,False,,streamline allergen testing procedures to reduce lab costs,adopted a testing protocol widely used by comparable food manufacturers,"implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers",increase the risk that undeclared allergens reach customers with allergies
FOOD-MB-01-C,FOOD-MB-01,Food Quality,,MB,uncommon,low,9,False,,streamline allergen testing procedures to reduce lab costs,adopted a testing protocol widely used by comparable food manufacturers,"implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers",increase the risk that undeclared allergens reach customers with allergies
FOOD-MB-01-D,FOOD-MB-01,Food Quality,,MB,uncommon,high,9,False,,streamline allergen testing procedures to reduce lab costs,adopted a testing protocol widely used by comparable food manufacturers,"implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers",increase the risk that undeclared allergens reach customers with allergies
FOOD-MB-02-A,FOOD-MB-02,Food Quality,,MB,common,low,9,False,,revise kitchen sanitation procedures to reduce cleaning-supply costs,adopted a sanitation schedule widely used by comparable restaurant chains,"implemented a custom sanitation schedule designed specifically for this chain, an approach rarely used by comparable restaurants",increase customers' risk of foodborne illness
FOOD-MB-02-B,FOOD-MB-02,Food Quality,,MB,common,high,9,False,,revise kitchen sanitation procedures to reduce cleaning-supply costs,adopted a sanitation schedule widely used by comparable restaurant chains,"implemented a custom sanitation schedule designed specifically for this chain, an approach rarely used by comparable restaurants",increase customers' risk of foodborne illness
FOOD-MB-02-C,FOOD-MB-02,Food Quality,,MB,uncommon,low,9,False,,revise kitchen sanitation procedures to reduce cleaning-supply costs,adopted a sanitation schedule widely used by comparable restaurant chains,"implemented a custom sanitation schedule designed specifically for this chain, an approach rarely used by comparable restaurants",increase customers' risk of foodborne illness
FOOD-MB-02-D,FOOD-MB-02,Food Quality,,MB,uncommon,high,9,False,,revise kitchen sanitation procedures to reduce cleaning-supply costs,adopted a sanitation schedule widely used by comparable restaurant chains,"implemented a custom sanitation schedule designed specifically for this chain, an approach rarely used by comparable restaurants",increase customers' risk of foodborne illness
FOOD-MG-01-A,FOOD-MG-01,Food Quality,,MG,common,low,8,False,,streamline allergen testing procedures to reduce lab costs,adopted a testing protocol widely used by comparable food manufacturers,"implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers",reduce the risk that undeclared allergens reach customers with allergies
FOOD-MG-01-B,FOOD-MG-01,Food Quality,,MG,common,high,8,False,,streamline allergen testing procedures to reduce lab costs,adopted a testing protocol widely used by comparable food manufacturers,"implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers",reduce the risk that undeclared allergens reach customers with allergies
FOOD-MG-01-C,FOOD-MG-01,Food Quality,,MG,uncommon,low,9,False,,streamline allergen testing procedures to reduce lab costs,adopted a testing protocol widely used by comparable food manufacturers,"implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers",reduce the risk that undeclared allergens reach customers with allergies
FOOD-MG-01-D,FOOD-MG-01,Food Quality,,MG,uncommon,high,8,False,,streamline allergen testing procedures to reduce lab costs,adopted a testing protocol widely used by comparable food manufacturers,"implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers",reduce the risk that undeclared allergens reach customers with allergies
FOOD-MG-02-A,FOOD-MG-02,Food Quality,,MG,common,low,8,False,,revise kitchen sanitation procedures to reduce cleaning-supply costs,adopted a sanitation schedule widely used by comparable restaurant chains,"implemented a custom sanitation schedule designed specifically for this chain, an approach rarely used by comparable restaurants",reduce customers' risk of foodborne illness
FOOD-MG-02-B,FOOD-MG-02,Food Quality,,MG,common,high,8,False,,revise kitchen sanitation procedures to reduce cleaning-supply costs,adopted a sanitation schedule widely used by comparable restaurant chains,"implemented a custom sanitation schedule designed specifically for this chain, an approach rarely used by comparable restaurants",reduce customers' risk of foodborne illness
FOOD-MG-02-C,FOOD-MG-02,Food Quality,,MG,uncommon,low,8,False,,revise kitchen sanitation procedures to reduce cleaning-supply costs,adopted a sanitation schedule widely used by comparable restaurant chains,"implemented a custom sanitation schedule designed specifically for this chain, an approach rarely used by comparable restaurants",reduce customers' risk of foodborne illness
FOOD-MG-02-D,FOOD-MG-02,Food Quality,,MG,uncommon,high,9,False,,revise kitchen sanitation procedures to reduce cleaning-supply costs,adopted a sanitation schedule widely used by comparable restaurant chains,"implemented a custom sanitation schedule designed specifically for this chain, an approach rarely used by comparable restaurants",reduce customers' risk of foodborne illness
FOOD-NEU-01-A,FOOD-NEU-01,Food Quality,,NEU,common,low,2,False,,streamline allergen testing procedures to reduce lab costs,adopted a testing protocol widely used by comparable food manufacturers,"implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers",change the batch-tracking log's internal file-naming format
FOOD-NEU-01-B,FOOD-NEU-01,Food Quality,,NEU,common,high,2,False,,streamline allergen testing procedures to reduce lab costs,adopted a testing protocol widely used by comparable food manufacturers,"implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers",change the batch-tracking log's internal file-naming format
FOOD-NEU-01-C,FOOD-NEU-01,Food Quality,,NEU,uncommon,low,2,False,,streamline allergen testing procedures to reduce lab costs,adopted a testing protocol widely used by comparable food manufacturers,"implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers",change the batch-tracking log's internal file-naming format
FOOD-NEU-01-D,FOOD-NEU-01,Food Quality,,NEU,uncommon,high,1,False,,streamline allergen testing procedures to reduce lab costs,adopted a testing protocol widely used by comparable food manufacturers,"implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers",change the batch-tracking log's internal file-naming format
FOOD-NEU-02-A,FOOD-NEU-02,Food Quality,,NEU,common,low,2,False,,revise kitchen sanitation procedures to reduce cleaning-supply costs,adopted a sanitation schedule widely used by comparable restaurant chains,"implemented a custom sanitation schedule designed specifically for this chain, an approach rarely used by comparable restaurants",change the cleaning log's internal file-naming format
FOOD-NEU-02-B,FOOD-NEU-02,Food Quality,,NEU,common,high,2,False,,revise kitchen sanitation procedures to reduce cleaning-supply costs,adopted a sanitation schedule widely used by comparable restaurant chains,"implemented a custom sanitation schedule designed specifically for this chain, an approach rarely used by comparable restaurants",change the cleaning log's internal file-naming format
FOOD-NEU-02-D,FOOD-NEU-02,Food Quality,,NEU,uncommon,high,2,False,,revise kitchen sanitation procedures to reduce cleaning-supply costs,adopted a sanitation schedule widely used by comparable restaurant chains,"implemented a custom sanitation schedule designed specifically for this chain, an approach rarely used by comparable restaurants",change the cleaning log's internal file-naming format
FOOD-NMB-01-A,FOOD-NMB-01,Food Quality,aesthetic,NMB,common,low,2,False,,streamline allergen testing procedures to reduce lab costs,adopted a testing protocol widely used by comparable food manufacturers,"implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers",change the product packaging's design
FOOD-NMB-01-B,FOOD-NMB-01,Food Quality,aesthetic,NMB,common,high,0,False,,streamline allergen testing procedures to reduce lab costs,adopted a testing protocol widely used by comparable food manufacturers,"implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers",change the product packaging's design
FOOD-NMB-01-D,FOOD-NMB-01,Food Quality,aesthetic,NMB,uncommon,high,0,False,,streamline allergen testing procedures to reduce lab costs,adopted a testing protocol widely used by comparable food manufacturers,"implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers",change the product packaging's design
FOOD-NMB-02-A,FOOD-NMB-02,Food Quality,aesthetic,NMB,common,low,2,False,,revise kitchen sanitation procedures to reduce cleaning-supply costs,adopted a sanitation schedule widely used by comparable restaurant chains,"implemented a custom sanitation schedule designed specifically for this chain, an approach rarely used by comparable restaurants",change the dining area's decor
FOOD-NMB-02-B,FOOD-NMB-02,Food Quality,aesthetic,NMB,common,high,2,False,,revise kitchen sanitation procedures to reduce cleaning-supply costs,adopted a sanitation schedule widely used by comparable restaurant chains,"implemented a custom sanitation schedule designed specifically for this chain, an approach rarely used by comparable restaurants",change the dining area's decor
FOOD-NMB-02-C,FOOD-NMB-02,Food Quality,aesthetic,NMB,uncommon,low,3,False,,revise kitchen sanitation procedures to reduce cleaning-supply costs,adopted a sanitation schedule widely used by comparable restaurant chains,"implemented a custom sanitation schedule designed specifically for this chain, an approach rarely used by comparable restaurants",change the dining area's decor
FOOD-NMB-02-D,FOOD-NMB-02,Food Quality,aesthetic,NMB,uncommon,high,1,False,,revise kitchen sanitation procedures to reduce cleaning-supply costs,adopted a sanitation schedule widely used by comparable restaurant chains,"implemented a custom sanitation schedule designed specifically for this chain, an approach rarely used by comparable restaurants",change the dining area's decor
FOOD-NMG-01-A,FOOD-NMG-01,Food Quality,aesthetic,NMG,common,low,2,False,,streamline allergen testing procedures to reduce lab costs,adopted a testing protocol widely used by comparable food manufacturers,"implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers",change the product packaging's design
FOOD-NMG-01-C,FOOD-NMG-01,Food Quality,aesthetic,NMG,uncommon,low,,False,,streamline allergen testing procedures to reduce lab costs,adopted a testing protocol widely used by comparable food manufacturers,"implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers",change the product packaging's design
FOOD-NMG-01-D,FOOD-NMG-01,Food Quality,aesthetic,NMG,uncommon,high,,False,,streamline allergen testing procedures to reduce lab costs,adopted a testing protocol widely used by comparable food manufacturers,"implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers",change the product packaging's design
FOOD-NMG-02-A,FOOD-NMG-02,Food Quality,aesthetic,NMG,common,low,2,False,,revise kitchen sanitation procedures to reduce cleaning-supply costs,adopted a sanitation schedule widely used by comparable restaurant chains,"implemented a custom sanitation schedule designed specifically for this chain, an approach rarely used by comparable restaurants",change the dining area's decor
FOOD-NMG-02-B,FOOD-NMG-02,Food Quality,aesthetic,NMG,common,high,2,False,,revise kitchen sanitation procedures to reduce cleaning-supply costs,adopted a sanitation schedule widely used by comparable restaurant chains,"implemented a custom sanitation schedule designed specifically for this chain, an approach rarely used by comparable restaurants",change the dining area's decor
FOOD-NMG-02-C,FOOD-NMG-02,Food Quality,aesthetic,NMG,uncommon,low,2,False,,revise kitchen sanitation procedures to reduce cleaning-supply costs,adopted a sanitation schedule widely used by comparable restaurant chains,"implemented a custom sanitation schedule designed specifically for this chain, an approach rarely used by comparable restaurants",change the dining area's decor
HC-MB-01-A,HC-MB-01,Healthcare,,MB,common,low,9,False,,restructure nurse staffing ratios to reduce labor costs,adopted a staffing ratio widely used by comparable hospitals in the region,"implemented a custom staffing ratio designed specifically for this hospital, an approach rarely used by comparable facilities",increase patients' risk of complications linked to inadequate staffing
HC-MB-01-B,HC-MB-01,Healthcare,,MB,common,high,9,False,,restructure nurse staffing ratios to reduce labor costs,adopted a staffing ratio widely used by comparable hospitals in the region,"implemented a custom staffing ratio designed specifically for this hospital, an approach rarely used by comparable facilities",increase patients' risk of complications linked to inadequate staffing
HC-MB-01-C,HC-MB-01,Healthcare,,MB,uncommon,low,9,False,,restructure nurse staffing ratios to reduce labor costs,adopted a staffing ratio widely used by comparable hospitals in the region,"implemented a custom staffing ratio designed specifically for this hospital, an approach rarely used by comparable facilities",increase patients' risk of complications linked to inadequate staffing
HC-MB-01-D,HC-MB-01,Healthcare,,MB,uncommon,high,10,False,,restructure nurse staffing ratios to reduce labor costs,adopted a staffing ratio widely used by comparable hospitals in the region,"implemented a custom staffing ratio designed specifically for this hospital, an approach rarely used by comparable facilities",increase patients' risk of complications linked to inadequate staffing
HC-MB-02-A,HC-MB-02,Healthcare,,MB,common,low,9,False,,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,adopted a formulary substitution list widely used by comparable hospital pharmacies,"implemented a custom formulary substitution list designed specifically for this hospital, an approach rarely used by comparable pharmacies",increase patients' risk of adverse reactions to their medication
HC-MB-02-B,HC-MB-02,Healthcare,,MB,common,high,9,False,,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,adopted a formulary substitution list widely used by comparable hospital pharmacies,"implemented a custom formulary substitution list designed specifically for this hospital, an approach rarely used by comparable pharmacies",increase patients' risk of adverse reactions to their medication
HC-MB-02-C,HC-MB-02,Healthcare,,MB,uncommon,low,9,False,,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,adopted a formulary substitution list widely used by comparable hospital pharmacies,"implemented a custom formulary substitution list designed specifically for this hospital, an approach rarely used by comparable pharmacies",increase patients' risk of adverse reactions to their medication
HC-MB-02-D,HC-MB-02,Healthcare,,MB,uncommon,high,9,False,,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,adopted a formulary substitution list widely used by comparable hospital pharmacies,"implemented a custom formulary substitution list designed specifically for this hospital, an approach rarely used by comparable pharmacies",increase patients' risk of adverse reactions to their medication
HC-MG-01-A,HC-MG-01,Healthcare,,MG,common,low,8,False,,restructure nurse staffing ratios to reduce labor costs,adopted a staffing ratio widely used by comparable hospitals in the region,"implemented a custom staffing ratio designed specifically for this hospital, an approach rarely used by comparable facilities",reduce patients' risk of complications linked to inadequate staffing
HC-MG-01-C,HC-MG-01,Healthcare,,MG,uncommon,low,,False,,restructure nurse staffing ratios to reduce labor costs,adopted a staffing ratio widely used by comparable hospitals in the region,"implemented a custom staffing ratio designed specifically for this hospital, an approach rarely used by comparable facilities",reduce patients' risk of complications linked to inadequate staffing
HC-MG-01-D,HC-MG-01,Healthcare,,MG,uncommon,high,,False,,restructure nurse staffing ratios to reduce labor costs,adopted a staffing ratio widely used by comparable hospitals in the region,"implemented a custom staffing ratio designed specifically for this hospital, an approach rarely used by comparable facilities",reduce patients' risk of complications linked to inadequate staffing
HC-MG-02-A,HC-MG-02,Healthcare,,MG,common,low,7,False,,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,adopted a formulary substitution list widely used by comparable hospital pharmacies,"implemented a custom formulary substitution list designed specifically for this hospital, an approach rarely used by comparable pharmacies",reduce patients' risk of adverse reactions to their medication
HC-MG-02-B,HC-MG-02,Healthcare,,MG,common,high,8,False,,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,adopted a formulary substitution list widely used by comparable hospital pharmacies,"implemented a custom formulary substitution list designed specifically for this hospital, an approach rarely used by comparable pharmacies",reduce patients' risk of adverse reactions to their medication
HC-MG-02-C,HC-MG-02,Healthcare,,MG,uncommon,low,8,False,,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,adopted a formulary substitution list widely used by comparable hospital pharmacies,"implemented a custom formulary substitution list designed specifically for this hospital, an approach rarely used by comparable pharmacies",reduce patients' risk of adverse reactions to their medication
HC-MG-02-D,HC-MG-02,Healthcare,,MG,uncommon,high,8,False,,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,adopted a formulary substitution list widely used by comparable hospital pharmacies,"implemented a custom formulary substitution list designed specifically for this hospital, an approach rarely used by comparable pharmacies",reduce patients' risk of adverse reactions to their medication
HC-NEU-01-A,HC-NEU-01,Healthcare,,NEU,common,low,,False,,restructure nurse staffing ratios to reduce labor costs,adopted a staffing ratio widely used by comparable hospitals in the region,"implemented a custom staffing ratio designed specifically for this hospital, an approach rarely used by comparable facilities",change the shift-scheduling log's internal file format
HC-NEU-01-B,HC-NEU-01,Healthcare,,NEU,common,high,2,False,,restructure nurse staffing ratios to reduce labor costs,adopted a staffing ratio widely used by comparable hospitals in the region,"implemented a custom staffing ratio designed specifically for this hospital, an approach rarely used by comparable facilities",change the shift-scheduling log's internal file format
HC-NEU-01-C,HC-NEU-01,Healthcare,,NEU,uncommon,low,0,False,,restructure nurse staffing ratios to reduce labor costs,adopted a staffing ratio widely used by comparable hospitals in the region,"implemented a custom staffing ratio designed specifically for this hospital, an approach rarely used by comparable facilities",change the shift-scheduling log's internal file format
HC-NEU-01-D,HC-NEU-01,Healthcare,,NEU,uncommon,high,2,False,,restructure nurse staffing ratios to reduce labor costs,adopted a staffing ratio widely used by comparable hospitals in the region,"implemented a custom staffing ratio designed specifically for this hospital, an approach rarely used by comparable facilities",change the shift-scheduling log's internal file format
HC-NEU-02-A,HC-NEU-02,Healthcare,,NEU,common,low,2,False,,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,adopted a formulary substitution list widely used by comparable hospital pharmacies,"implemented a custom formulary substitution list designed specifically for this hospital, an approach rarely used by comparable pharmacies",change the prescription archive's internal file-naming format
HC-NEU-02-B,HC-NEU-02,Healthcare,,NEU,common,high,1,False,,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,adopted a formulary substitution list widely used by comparable hospital pharmacies,"implemented a custom formulary substitution list designed specifically for this hospital, an approach rarely used by comparable pharmacies",change the prescription archive's internal file-naming format
HC-NEU-02-C,HC-NEU-02,Healthcare,,NEU,uncommon,low,2,False,,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,adopted a formulary substitution list widely used by comparable hospital pharmacies,"implemented a custom formulary substitution list designed specifically for this hospital, an approach rarely used by comparable pharmacies",change the prescription archive's internal file-naming format
HC-NEU-02-D,HC-NEU-02,Healthcare,,NEU,uncommon,high,1,False,,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,adopted a formulary substitution list widely used by comparable hospital pharmacies,"implemented a custom formulary substitution list designed specifically for this hospital, an approach rarely used by comparable pharmacies",change the prescription archive's internal file-naming format
HC-NMB-02-A,HC-NMB-02,Healthcare,procedural,NMB,common,low,2,False,,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,adopted a formulary substitution list widely used by comparable hospital pharmacies,"implemented a custom formulary substitution list designed specifically for this hospital, an approach rarely used by comparable pharmacies",change the color of the prescription bottle's cap
HC-NMB-02-B,HC-NMB-02,Healthcare,procedural,NMB,common,high,0,False,,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,adopted a formulary substitution list widely used by comparable hospital pharmacies,"implemented a custom formulary substitution list designed specifically for this hospital, an approach rarely used by comparable pharmacies",change the color of the prescription bottle's cap
HC-NMB-02-C,HC-NMB-02,Healthcare,procedural,NMB,uncommon,low,3,False,,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,adopted a formulary substitution list widely used by comparable hospital pharmacies,"implemented a custom formulary substitution list designed specifically for this hospital, an approach rarely used by comparable pharmacies",change the color of the prescription bottle's cap
HC-NMB-02-D,HC-NMB-02,Healthcare,procedural,NMB,uncommon,high,0,False,,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,adopted a formulary substitution list widely used by comparable hospital pharmacies,"implemented a custom formulary substitution list designed specifically for this hospital, an approach rarely used by comparable pharmacies",change the color of the prescription bottle's cap
HC-NMG-01-D,HC-NMG-01,Healthcare,aesthetic,NMG,uncommon,high,1,False,,restructure nurse staffing ratios to reduce labor costs,adopted a staffing ratio widely used by comparable hospitals in the region,"implemented a custom staffing ratio designed specifically for this hospital, an approach rarely used by comparable facilities",change the waiting area's decor
HC-NMG-02-A,HC-NMG-02,Healthcare,procedural,NMG,common,low,2,False,,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,adopted a formulary substitution list widely used by comparable hospital pharmacies,"implemented a custom formulary substitution list designed specifically for this hospital, an approach rarely used by comparable pharmacies",change the color of the prescription bottle's cap
HC-NMG-02-B,HC-NMG-02,Healthcare,procedural,NMG,common,high,1,False,,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,adopted a formulary substitution list widely used by comparable hospital pharmacies,"implemented a custom formulary substitution list designed specifically for this hospital, an approach rarely used by comparable pharmacies",change the color of the prescription bottle's cap
HC-NMG-02-C,HC-NMG-02,Healthcare,procedural,NMG,uncommon,low,,False,,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,adopted a formulary substitution list widely used by comparable hospital pharmacies,"implemented a custom formulary substitution list designed specifically for this hospital, an approach rarely used by comparable pharmacies",change the color of the prescription bottle's cap
HC-NMG-02-D,HC-NMG-02,Healthcare,procedural,NMG,uncommon,high,2,False,,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,adopted a formulary substitution list widely used by comparable hospital pharmacies,"implemented a custom formulary substitution list designed specifically for this hospital, an approach rarely used by comparable pharmacies",change the color of the prescription bottle's cap
PS-MB-01-A,PS-MB-01,Product Safety,,MB,common,low,9,False,,modernize its toy assembly process to cut production costs,adopted a widely used assembly method common across comparable toy manufacturers,"commissioned a custom, in-house assembly method built specifically for this toy line, an approach rarely used by comparable manufacturers",put children at risk of choking
PS-MB-01-B,PS-MB-01,Product Safety,,MB,common,high,10,False,,modernize its toy assembly process to cut production costs,adopted a widely used assembly method common across comparable toy manufacturers,"commissioned a custom, in-house assembly method built specifically for this toy line, an approach rarely used by comparable manufacturers",put children at risk of choking
PS-MB-01-C,PS-MB-01,Product Safety,,MB,uncommon,low,10,False,,modernize its toy assembly process to cut production costs,adopted a widely used assembly method common across comparable toy manufacturers,"commissioned a custom, in-house assembly method built specifically for this toy line, an approach rarely used by comparable manufacturers",put children at risk of choking
PS-MB-01-D,PS-MB-01,Product Safety,,MB,uncommon,high,9,False,,modernize its toy assembly process to cut production costs,adopted a widely used assembly method common across comparable toy manufacturers,"commissioned a custom, in-house assembly method built specifically for this toy line, an approach rarely used by comparable manufacturers",put children at risk of choking
PS-MB-02-A,PS-MB-02,Product Safety,,MB,common,low,9,False,,modernize its space heater's internal wiring to cut manufacturing costs,switched to a wiring supplier widely used by industry-standard manufacturers,"commissioned a custom, in-house wiring assembly built specifically for this product line, an approach rarely used by comparable manufacturers",put customers' homes at risk of fire
PS-MB-02-B,PS-MB-02,Product Safety,,MB,common,high,9,False,,modernize its space heater's internal wiring to cut manufacturing costs,switched to a wiring supplier widely used by industry-standard manufacturers,"commissioned a custom, in-house wiring assembly built specifically for this product line, an approach rarely used by comparable manufacturers",put customers' homes at risk of fire
PS-MB-02-C,PS-MB-02,Product Safety,,MB,uncommon,low,9,False,,modernize its space heater's internal wiring to cut manufacturing costs,switched to a wiring supplier widely used by industry-standard manufacturers,"commissioned a custom, in-house wiring assembly built specifically for this product line, an approach rarely used by comparable manufacturers",put customers' homes at risk of fire
PS-MB-02-D,PS-MB-02,Product Safety,,MB,uncommon,high,10,False,,modernize its space heater's internal wiring to cut manufacturing costs,switched to a wiring supplier widely used by industry-standard manufacturers,"commissioned a custom, in-house wiring assembly built specifically for this product line, an approach rarely used by comparable manufacturers",put customers' homes at risk of fire
PS-MG-01-A,PS-MG-01,Product Safety,,MG,common,low,8,False,,modernize its toy assembly process to cut production costs,adopted a widely used assembly method common across comparable toy manufacturers,"commissioned a custom, in-house assembly method built specifically for this toy line, an approach rarely used by comparable manufacturers",reduce children's risk of choking on the toy
PS-MG-01-D,PS-MG-01,Product Safety,,MG,uncommon,high,8,False,,modernize its toy assembly process to cut production costs,adopted a widely used assembly method common across comparable toy manufacturers,"commissioned a custom, in-house assembly method built specifically for this toy line, an approach rarely used by comparable manufacturers",reduce children's risk of choking on the toy
PS-NEU-01-A,PS-NEU-01,Product Safety,,NEU,common,low,2,False,,modernize its toy assembly process to cut production costs,adopted a widely used assembly method common across comparable toy manufacturers,"commissioned a custom, in-house assembly method built specifically for this toy line, an approach rarely used by comparable manufacturers",change the shipment log's internal file-naming format
PS-NEU-01-B,PS-NEU-01,Product Safety,,NEU,common,high,1,False,,modernize its toy assembly process to cut production costs,adopted a widely used assembly method common across comparable toy manufacturers,"commissioned a custom, in-house assembly method built specifically for this toy line, an approach rarely used by comparable manufacturers",change the shipment log's internal file-naming format
PS-NEU-01-C,PS-NEU-01,Product Safety,,NEU,uncommon,low,2,False,,modernize its toy assembly process to cut production costs,adopted a widely used assembly method common across comparable toy manufacturers,"commissioned a custom, in-house assembly method built specifically for this toy line, an approach rarely used by comparable manufacturers",change the shipment log's internal file-naming format
PS-NEU-01-D,PS-NEU-01,Product Safety,,NEU,uncommon,high,1,False,,modernize its toy assembly process to cut production costs,adopted a widely used assembly method common across comparable toy manufacturers,"commissioned a custom, in-house assembly method built specifically for this toy line, an approach rarely used by comparable manufacturers",change the shipment log's internal file-naming format
PS-NEU-02-A,PS-NEU-02,Product Safety,,NEU,common,low,2,False,,modernize its space heater's internal wiring to cut manufacturing costs,switched to a wiring supplier widely used by industry-standard manufacturers,"commissioned a custom, in-house wiring assembly built specifically for this product line, an approach rarely used by comparable manufacturers",change the testing log's internal file-naming format
PS-NEU-02-B,PS-NEU-02,Product Safety,,NEU,common,high,2,False,,modernize its space heater's internal wiring to cut manufacturing costs,switched to a wiring supplier widely used by industry-standard manufacturers,"commissioned a custom, in-house wiring assembly built specifically for this product line, an approach rarely used by comparable manufacturers",change the testing log's internal file-naming format
PS-NEU-02-C,PS-NEU-02,Product Safety,,NEU,uncommon,low,2,False,,modernize its space heater's internal wiring to cut manufacturing costs,switched to a wiring supplier widely used by industry-standard manufacturers,"commissioned a custom, in-house wiring assembly built specifically for this product line, an approach rarely used by comparable manufacturers",change the testing log's internal file-naming format
PS-NEU-02-D,PS-NEU-02,Product Safety,,NEU,uncommon,high,1,False,,modernize its space heater's internal wiring to cut manufacturing costs,switched to a wiring supplier widely used by industry-standard manufacturers,"commissioned a custom, in-house wiring assembly built specifically for this product line, an approach rarely used by comparable manufacturers",change the testing log's internal file-naming format
PS-NMB-01-A,PS-NMB-01,Product Safety,aesthetic,NMB,common,low,2,False,,modernize its toy assembly process to cut production costs,adopted a widely used assembly method common across comparable toy manufacturers,"commissioned a custom, in-house assembly method built specifically for this toy line, an approach rarely used by comparable manufacturers",change the toy's paint color scheme
PS-NMB-01-B,PS-NMB-01,Product Safety,aesthetic,NMB,common,high,2,False,,modernize its toy assembly process to cut production costs,adopted a widely used assembly method common across comparable toy manufacturers,"commissioned a custom, in-house assembly method built specifically for this toy line, an approach rarely used by comparable manufacturers",change the toy's paint color scheme
PS-NMB-01-C,PS-NMB-01,Product Safety,aesthetic,NMB,uncommon,low,2,False,,modernize its toy assembly process to cut production costs,adopted a widely used assembly method common across comparable toy manufacturers,"commissioned a custom, in-house assembly method built specifically for this toy line, an approach rarely used by comparable manufacturers",change the toy's paint color scheme
PS-NMB-01-D,PS-NMB-01,Product Safety,aesthetic,NMB,uncommon,high,2,False,,modernize its toy assembly process to cut production costs,adopted a widely used assembly method common across comparable toy manufacturers,"commissioned a custom, in-house assembly method built specifically for this toy line, an approach rarely used by comparable manufacturers",change the toy's paint color scheme
PS-NMB-02-A,PS-NMB-02,Product Safety,prudential,NMB,common,low,3,False,,modernize its space heater's internal wiring to cut manufacturing costs,switched to a wiring supplier widely used by industry-standard manufacturers,"commissioned a custom, in-house wiring assembly built specifically for this product line, an approach rarely used by comparable manufacturers",increase the space heater's electricity usage
PS-NMB-02-C,PS-NMB-02,Product Safety,prudential,NMB,uncommon,low,3,False,,modernize its space heater's internal wiring to cut manufacturing costs,switched to a wiring supplier widely used by industry-standard manufacturers,"commissioned a custom, in-house wiring assembly built specifically for this product line, an approach rarely used by comparable manufacturers",increase the space heater's electricity usage
